Date,Rain,Temp Max
20-01-2003,0,29.02000046
21-01-2003,0,29.36000061
22-01-2003,0,30.39999962
23-01-2003,0,31.04000092
24-01-2003,0,30.84000015
25-01-2003,0,31.65999985
26-01-2003,0,31.36000061
27-01-2003,0,30.19000053
28-01-2003,0,30.47999954
29-01-2003,0,30.5
30-01-2003,0,30.38999939
31-01-2003,0,31.28000069
1/2/2003,0,31.54999924
2/2/2003,0,31.75
3/2/2003,0,30.94000053
4/2/2003,0,30.26000023
5/2/2003,0,30.79000092
6/2/2003,0,30.77000046
7/2/2003,0,31.18000031
8/2/2003,0,31.28000069
9/2/2003,0,31.30999947
10/2/2003,0,31.63999939
11/2/2003,0,31.11000061
12/2/2003,0,31.52000046
13-02-2003,0,31.87000084
14-02-2003,0,32.70000076
15-02-2003,0,33.33000183
16-02-2003,0,33.61999893
17-02-2003,0,32.70000076
18-02-2003,0,33.18000031
19-02-2003,0,33.34999847
20-02-2003,0,32.66999817
21-02-2003,0,33.06000137
22-02-2003,0,33.27999878
23-02-2003,0,33.36999893
24-02-2003,0,32.77999878
25-02-2003,0,32.90000153
26-02-2003,0,33.43999863
27-02-2003,0,33.25999832
28-02-2003,0,33.59000015
1/3/2003,0,33.15000153
2/3/2003,0,33.61999893
3/3/2003,0,34.13999939
4/3/2003,0,34.52999878
5/3/2003,0,34.65000153
6/3/2003,0,34.79999924
7/3/2003,0,34.88000107
8/3/2003,0,34.56999969
9/3/2003,0,33.84000015
10/3/2003,0,33.99000168
11/3/2003,0,33.68000031
12/3/2003,0,34.68999863
13-03-2003,0,34.70000076
14-03-2003,0,34.52999878
15-03-2003,0,34.04999924
16-03-2003,0,34.77000046
17-03-2003,0,32.99000168
18-03-2003,0,33.77999878
19-03-2003,0,33.16999817
20-03-2003,0,33.95999908
21-03-2003,0,32.70999908
22-03-2003,0,33.52000046
23-03-2003,0,34.25
24-03-2003,0,34.63000107
25-03-2003,0,35.25
26-03-2003,0,35.43000031
27-03-2003,0,35.40000153
28-03-2003,0,35.36000061
29-03-2003,0,35.02000046
30-03-2003,0,34.43999863
31-03-2003,0,35.68999863
1/4/2003,0,36.04000092
2/4/2003,0,36.00999832
3/4/2003,0,35.38999939
4/4/2003,0,34.84000015
5/4/2003,0,34.36999893
6/4/2003,0,33.74000168
7/4/2003,0,34.72000122
8/4/2003,0,34.27999878
9/4/2003,0,34.5
10/4/2003,0,35.04999924
11/4/2003,0,33.47000122
12/4/2003,0,34.77000046
13-04-2003,1.455462933,34.90000153
14-04-2003,0,34.84999847
15-04-2003,0,36.09999847
16-04-2003,0,36.06999969
17-04-2003,0,36.11000061
18-04-2003,0,36.13999939
19-04-2003,0,36.25
20-04-2003,0,36.43000031
21-04-2003,0,35.56000137
22-04-2003,0,35.52999878
23-04-2003,0,35.93999863
24-04-2003,0,36.45000076
25-04-2003,0,36.22999954
26-04-2003,0,36.68999863
27-04-2003,0,36.38999939
28-04-2003,0,36.16999817
29-04-2003,0,35.47999954
30-04-2003,0,34.5
1/5/2003,0,34.04000092
2/5/2003,0,35.20999908
3/5/2003,0,35.83000183
4/5/2003,0,36.43000031
5/5/2003,0,36.50999832
6/5/2003,0,36.63999939
7/5/2003,0,35.50999832
8/5/2003,0,36.04999924
9/5/2003,0,36.81000137
10/5/2003,0,37.36999893
11/5/2003,0,36.70000076
12/5/2003,0,36.16999817
13-05-2003,0,34.29000092
14-05-2003,0,33.75999832
15-05-2003,0,33.20999908
16-05-2003,0,35.29999924
17-05-2003,0,34.70000076
18-05-2003,0,35.79000092
19-05-2003,0,36.47999954
20-05-2003,0,36.72000122
21-05-2003,0,37.20999908
22-05-2003,0,37.20999908
23-05-2003,0,36.43000031
24-05-2003,0,37
25-05-2003,0,37.54000092
26-05-2003,0,37.59999847
27-05-2003,0,37.95999908
28-05-2003,0,37.68999863
29-05-2003,0,37.06000137
30-05-2003,0,37.18000031
31-05-2003,0,37.81000137
1/6/2003,0,35.56000137
2/6/2003,0,37.31000137
3/6/2003,0,34.74000168
4/6/2003,0,34.84000015
5/6/2003,0.745830059,35.02000046
6/6/2003,0,33.93000031
7/6/2003,0,34.84000015
